Date,Open,High,Low,Close,Volume
2020-03-09,11370.05664,12111.58203,11370.05664,12005.64941,193836
2020-03-10,11440.67773,12005.64941,11440.67773,11970.33887,4001800
2020-03-11,11970.33887,11970.33887,11228.81348,11864.40723,281330
2020-03-12,11370.05664,11829.0957,11052.25977,11793.78516,345588
2020-03-13,10981.63867,11758.47461,10981.63867,11581.9209,24522684
2020-03-16,11581.9209,11581.9209,10840.39551,11299.43457,1887471
2020-03-17,10663.8418,11440.67773,10663.8418,11370.05664,15174861
2020-03-18,11370.05664,11546.61035,11228.81348,11546.61035,3113642
2020-03-19,11299.43457,11546.61035,11016.94922,11052.25977,191188
2020-03-20,11052.25977,11299.43457,10805.08496,11264.12402,45113
2020-03-23,11299.43457,11511.2998,10487.28809,11299.43457,4942094
2020-03-24,10663.8418,11370.05664,10663.8418,11299.43457,3907367
2020-03-25,11087.57031,11334.74609,10911.0166,11299.43457,96811
2020-03-26,11299.43457,11299.43457,10699.15234,10875.70605,5642080
2020-03-27,10734.46289,11087.57031,10240.11328,11087.57031,790765
2020-03-30,10451.97754,11087.57031,10346.04492,11087.57031,539835
2020-03-31,10805.08496,11052.25977,10346.04492,10346.04492,885467
2020-04-01,9887.005859,10734.46289,9887.005859,10734.46289,19635502
2020-04-03,10487.28809,10734.46289,10063.55957,10734.46289,3487990
2020-04-06,10734.46289,10946.32813,10381.35547,10946.32813,6146999
2020-04-07,10593.2207,10946.32813,10593.2207,10946.32813,3062907
2020-04-08,10451.97754,10911.0166,10451.97754,10734.46289,5031699
2020-04-09,10734.46289,10805.08496,10628.53125,10734.46289,367735
2020-04-10,10628.53125,10699.15234,10346.04492,10699.15234,707631
2020-04-13,10699.15234,10734.46289,10487.28809,10734.46289,228131
2020-04-14,10734.46289,10840.39551,10557.90918,10699.15234,5066858
2020-04-15,10699.15234,10734.46289,10522.59863,10699.15234,14615923
2020-04-16,10593.2207,10734.46289,10557.90918,10699.15234,8779837
2020-04-17,10734.46289,11016.94922,10593.2207,10734.46289,1238773
2020-04-20,10805.08496,10946.32813,10663.8418,10734.46289,9819407
2020-04-21,10734.46289,10805.08496,10487.28809,10699.15234,352286
2020-04-22,10557.90918,11016.94922,10557.90918,10875.70605,3562698
2020-04-23,11016.94922,11087.57031,10805.08496,10805.08496,313813
2020-04-24,10699.15234,10875.70605,10699.15234,10805.08496,9857795
2020-04-27,10663.8418,10805.08496,10487.28809,10663.8418,34307527
2020-04-28,10593.2207,10699.15234,10487.28809,10699.15234,12382820
2020-04-29,10522.59863,10699.15234,10522.59863,10593.2207,10731665
2020-05-04,10451.97754,10663.8418,10451.97754,10628.53125,13371213
2020-05-05,10628.53125,10628.53125,10381.35547,10593.2207,10748586
2020-05-06,10593.2207,10593.2207,10451.97754,10593.2207,4706203
2020-05-07,10699.15234,10699.15234,10487.28809,10663.8418,2876915
2020-05-08,10628.53125,10981.63867,10628.53125,10769.77441,2057532
2020-05-11,10769.77441,10946.32813,10699.15234,10875.70605,263531
2020-05-12,10840.39551,10911.0166,10593.2207,10769.77441,296524
2020-05-13,10769.77441,10805.08496,10028.24902,10769.77441,709033
2020-05-14,10628.53125,10911.0166,10628.53125,10840.39551,1118073
2020-05-15,10805.08496,11016.94922,10769.77441,10946.32813,618593
2020-05-18,10875.70605,11122.88184,10805.08496,11122.88184,734748
2020-05-19,11158.19238,11617.23145,11158.19238,11475.98828,11610421
2020-05-20,11440.67773,11723.16406,11334.74609,11511.2998,4100339
2020-05-21,11581.9209,12288.13574,11511.2998,12288.13574,5123725
2020-05-22,11793.78516,12358.75684,11687.85352,11935.02832,908647
2020-05-25,11793.78516,12111.58203,11652.54199,11935.02832,6238672
2020-05-26,11864.40723,12076.27148,11864.40723,11935.02832,541450
2020-05-27,12005.64941,12429.37891,12005.64941,12146.89258,6189959
2020-05-28,12146.89258,12429.37891,11935.02832,11935.02832,4109486
2020-05-29,12005.64941,12429.37891,12005.64941,12217.51367,513229
2020-06-01,12323.44629,12782.48633,12076.27148,12323.44629,325056
2020-06-02,12323.44629,12711.86426,12323.44629,12429.37891,19168307
2020-06-03,12500,12817.79688,12429.37891,12464.68945,4456775
2020-06-04,12429.37891,12676.55371,12429.37891,12464.68945,8110398
2020-06-05,12570.62109,12711.86426,12464.68945,12500,9283267
2020-06-08,12641.24316,12853.10742,12500,12535.31055,8253864
2020-06-09,12535.31055,12923.72852,12535.31055,12782.48633,4760096
2020-06-10,12817.79688,12817.79688,12570.62109,12782.48633,316979
2020-06-11,12782.48633,12817.79688,12605.93262,12711.86426,262880
2020-06-12,12394.06738,12853.10742,12394.06738,12641.24316,6800566
2020-06-15,12641.24316,12994.35059,12570.62109,12853.10742,7350456
2020-06-16,12641.24316,12817.79688,12605.93262,12641.24316,922042
2020-06-17,12853.10742,12853.10742,12500,12782.48633,1957081
2020-06-18,12782.48633,12782.48633,12570.62109,12782.48633,382150
2020-06-19,12641.24316,12888.41797,12641.24316,12888.41797,26848379
2020-06-22,12711.86426,12888.41797,12570.62109,12853.10742,148920
2020-06-23,12888.41797,12888.41797,12676.55371,12711.86426,50735
2020-06-24,12853.10742,12853.10742,12641.24316,12711.86426,28362
2020-06-25,12641.24316,12888.41797,12394.06738,12535.31055,2450713
2020-06-26,12535.31055,12605.93262,12358.75684,12535.31055,21150707
2020-06-29,12429.37891,12711.86426,12182.20313,12711.86426,39218796
2020-06-30,12394.06738,12747.1748,12182.20313,12570.62109,18528770
2020-07-01,12429.37891,12570.62109,12358.75684,12535.31055,16396515
2020-07-02,12535.31055,12535.31055,12146.89258,12500,14759959
2020-07-03,12358.75684,12605.93262,12111.58203,12605.93262,18036130
2020-07-06,12605.93262,12605.93262,12146.89258,12570.62109,132877
2020-07-07,12570.62109,12570.62109,12288.13574,12570.62109,97519
2020-07-08,12500,12500,12323.44629,12464.68945,14966964
2020-07-09,12358.75684,12605.93262,12217.51367,12464.68945,41767072
2020-07-10,12358.75684,12464.68945,12217.51367,12429.37891,1733892
2020-07-13,12429.37891,12500,11935.02832,12288.13574,11999535
2020-07-14,12217.51367,12323.44629,11864.40723,12005.64941,21447543
2020-07-15,12005.64941,12217.51367,11970.33887,12217.51367,1139540
2020-07-16,12217.51367,12429.37891,12005.64941,12429.37891,316660
2020-07-17,12182.20313,12394.06738,12111.58203,12323.44629,235664
2020-07-20,12146.89258,12252.8252,12146.89258,12252.8252,132721
2020-07-21,12111.58203,12429.37891,12111.58203,12217.51367,140934
2020-07-22,12111.58203,12288.13574,12005.64941,12252.8252,214495
2020-07-23,12111.58203,12217.51367,11970.33887,12217.51367,3132800
2020-07-24,12217.51367,12288.13574,11546.61035,11864.40723,619202
2020-07-27,11581.9209,12040.96094,11122.88184,11581.9209,9637366
2020-07-28,11193.50293,11652.54199,11016.94922,11652.54199,708240
2020-07-29,11052.25977,12464.68945,11052.25977,12464.68945,967538
2020-07-30,11687.85352,12288.13574,11687.85352,12076.27148,13630005
2020-07-31,11581.9209,11758.47461,11405.36719,11687.85352,1162748
2020-08-03,11475.98828,11723.16406,11440.67773,11723.16406,1012454
2020-08-04,11723.16406,11899.71777,11546.61035,11899.71777,478862
2020-08-05,11899.71777,12005.64941,11687.85352,12005.64941,282293
2020-08-06,11829.0957,12005.64941,11793.78516,11970.33887,1537931
2020-08-07,11687.85352,11935.02832,11687.85352,11935.02832,147632
2020-08-10,11935.02832,11970.33887,11687.85352,11899.71777,240238
2020-08-11,11793.78516,12005.64941,11723.16406,12005.64941,403758
2020-08-12,11829.0957,11970.33887,11829.0957,11935.02832,10327496
2020-08-13,11935.02832,11935.02832,11793.78516,11793.78516,351323
2020-08-14,11864.40723,12005.64941,11758.47461,12005.64941,565692
2020-08-17,11864.40723,12358.75684,11829.0957,12005.64941,10923110
2020-08-18,11864.40723,12005.64941,11758.47461,11899.71777,10129837
2020-08-19,11793.78516,11899.71777,11723.16406,11899.71777,176391
2020-08-20,11793.78516,11970.33887,11652.54199,11970.33887,628449
2020-08-21,11829.0957,11970.33887,11793.78516,11970.33887,688147
2020-08-24,11899.71777,12005.64941,11829.0957,11970.33887,590273
2020-08-25,11864.40723,12005.64941,11829.0957,11970.33887,2756244
2020-08-26,11864.40723,12005.64941,11864.40723,11970.33887,170925
2020-08-27,11935.02832,12040.96094,11864.40723,11970.33887,1102483
2020-08-28,11970.33887,12500,11899.71777,12323.44629,758367
2020-08-31,12358.75684,12358.75684,12146.89258,12182.20313,138527
2020-09-01,12076.27148,12146.89258,12040.96094,12146.89258,752122
2020-09-03,12146.89258,12429.37891,12111.58203,12146.89258,857288
2020-09-04,12005.64941,12146.89258,11970.33887,12040.96094,834264
2020-09-07,12076.27148,12146.89258,11935.02832,11935.02832,674299
2020-09-08,11935.02832,12076.27148,11758.47461,12076.27148,577685
2020-09-09,12005.64941,12040.96094,11793.78516,11864.40723,4863889
2020-09-10,11864.40723,12005.64941,11864.40723,11864.40723,1148701
2020-09-11,11864.40723,11935.02832,11793.78516,11793.78516,142123
2020-09-14,11899.71777,12076.27148,11687.85352,12076.27148,902912
2020-09-15,12005.64941,12005.64941,11899.71777,11935.02832,852290
2020-09-16,11935.02832,11970.33887,11829.0957,11970.33887,146017
2020-09-17,11864.40723,12005.64941,11793.78516,12005.64941,809598
2020-09-18,11864.40723,12005.64941,11829.0957,12005.64941,1308284
2020-09-21,11970.33887,12040.96094,11864.40723,12040.96094,898933
2020-09-22,12040.96094,12040.96094,11935.02832,12040.96094,733346
2020-09-23,12040.96094,12146.89258,11970.33887,12076.27148,6724938
2020-09-24,12040.96094,12111.58203,12005.64941,12111.58203,1157211
2020-09-25,12146.89258,12146.89258,12040.96094,12076.27148,11772425
2020-09-28,12040.96094,12252.8252,12005.64941,12146.89258,6819135
2020-09-29,12146.89258,12146.89258,11970.33887,12005.64941,230949
2020-09-30,11935.02832,12040.96094,11899.71777,12005.64941,153791
2020-10-01,11970.33887,12040.96094,11899.71777,12005.64941,8693631
2020-10-02,12005.64941,12146.89258,11899.71777,12005.64941,323626
2020-10-05,12146.89258,12358.75684,11899.71777,12252.8252,8462667
2020-10-06,12358.75684,12605.93262,12217.51367,12394.06738,1192130
2020-10-07,12323.44629,12394.06738,12182.20313,12323.44629,444170
2020-10-08,12288.13574,12288.13574,12040.96094,12111.58203,884546
2020-10-09,12146.89258,12146.89258,11970.33887,12111.58203,2183075
2020-10-12,12146.89258,12252.8252,12076.27148,12146.89258,3421990
