Date,Open,High,Low,Close,Volume
2020-09-04,29139.59375,29845.15234,29104.31641,29704.04102,3545896
2020-09-07,29774.59766,29774.59766,28645.70313,28645.70313,3183913
2020-09-08,28786.81445,28927.92578,28257.64453,28822.0918,1787957
2020-09-09,28363.47852,28892.64844,28292.92188,28786.81445,1139747
2020-09-10,28998.48242,29033.75977,28575.14648,28575.14648,1200196
2020-09-11,28575.14648,28680.98047,28398.75586,28539.86914,1095910
2020-09-14,28610.42383,28786.81445,28539.86914,28575.14648,1320002
2020-09-15,28716.25781,29069.03711,28504.58984,28751.53711,1572950
2020-09-16,28857.36914,28857.36914,28539.86914,28610.42383,774279
2020-09-17,28716.25781,28998.48242,28434.03516,28575.14648,2903455
2020-09-18,28645.70313,28927.92578,28575.14648,28927.92578,2483121
2020-09-21,29069.03711,29280.70508,28716.25781,28786.81445,2162610
2020-09-22,28716.25781,28857.36914,28539.86914,28716.25781,1645119
2020-09-23,28786.81445,29562.92969,28786.81445,29210.15039,2984696
2020-09-24,29069.03711,29315.98438,28786.81445,28857.36914,2159676
2020-09-25,28927.92578,28998.48242,28610.42383,28786.81445,1891775
2020-09-28,28963.20313,29421.81836,28786.81445,29139.59375,2766599
2020-09-29,29280.70508,29598.20703,28645.70313,28680.98047,2865839
2020-09-30,28716.25781,28857.36914,28575.14648,28786.81445,1323133
2020-10-01,28786.81445,29033.75977,28786.81445,28892.64844,1641009
2020-10-02,28927.92578,29245.42773,27164.02734,28680.98047,2493043
2020-10-05,28927.92578,28927.92578,28363.47852,28504.58984,2222236
2020-10-06,28610.42383,28786.81445,28434.03516,28539.86914,2137013
2020-10-07,28504.58984,28857.36914,28434.03516,28539.86914,1669200
